original_address,lat,lon,formatted,housenumber,name,street,suburb,postcode,county,district,city,state,confidence_street_level,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"8276 Ulvsvåg",68.1155376,15.8656124,"8276 Ulsváhke - Ulvsvåg (Ulsváhke - Ulvsvåg)",,Ulsváhke - Ulvsvåg,,,8276,Nordland,,Ulsváhke - Ulvsvåg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8280 Kjøpsvik",68.0973005,16.3786373,"8590 Gásluokta - Kjøpsvik (Gásluokta - Kjøpsvik)",,Gásluokta - Kjøpsvik,,,8590,Nordland,,Gásluokta - Kjøpsvik,,,Norway,no,0.7894736842105263,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8316 Laupstad",68.3572939,14.7232319,"Laupstad, 8316 Vågan",,Laupstad,,Laupstad,8316,Nordland,,Vågan,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8333 Kleppstad",68.2558113,14.2720727,"Kleppstad, 8313 Kleppstad",,Kleppstad,Kleppstad,,8313,Nordland,,Kleppstad,,,Norway,no,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8357 Valberg",68.1950105,13.9407233,"Valberg, 8357 Vestvågøy",,Valberg,,Valberg,8357,Nordland,,Vestvågøy,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8372 Gravdal",68.118191,13.5532976,"8372 Gravdal (Gravdal)",,Gravdal,,,8372,Nordland,,Gravdal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8374 Fygle, Vestvågøy",68.1463534,13.6378846,"Fygle, Leknes",,Fygle,,Fygle,8370,Nordland,,Leknes,,,Norway,no,0.25,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8382 Napp",68.1331694,13.4319333,"8382 Napp (Napp)",,Napp,,,8382,Nordland,,Napp,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8387 Fredvang, Lofoten",68.0840556,13.1666862,"8387 Fredvang (Fredvang)",,Fredvang,,,8387,Nordland,,Fredvang,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8387 Fredvang",68.0840556,13.1666862,"8387 Fredvang (Fredvang)",,Fredvang,,,8387,Nordland,,Fredvang,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8450 Stokmarknes",68.5670003,14.9133484,"8450 Stokmarknes",,Stokmarknes,,,8450,Nordland,,Stokmarknes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8480 Andenes",69.3218204,16.1247217,"8480 Andenes (Andenes)",,Andenes,,,8480,Nordland,,Andenes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8500 Alta",69.9666046,23.2733282,"Alta",,,,,,Finnmark,,Alta,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8500 Narvik",68.28988385,17.086538711321808,"Narvik",,,,,,Nordland,,Narvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8501 Narvik",68.28988385,17.086538711321808,"Narvik",,,,,,Nordland,,Narvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8530 Bjerkvik",68.5491657,17.5571481,"8530 Bjerkvik - Rahkka (Bjerkvik - Rahkka)",,Bjerkvik - Rahkka,,,8530,Nordland,,Bjerkvik - Rahkka,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8540 Ballangen",68.329601079,16.717689431,"8540 Narvik",,,,,8540,Nordland,,Narvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8543 Kjeldebotnen",68.39582083154762,16.653620682539685,"8543 Narvik",,Narvik,,,8543,Nordland,,Narvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8597 Steinklep",61.277746,8.193538,"Tyinvegen 8597, 2985 Tyinkrysset",8597,,Tyinvegen,,2985,Innlandet,,Tyinkrysset,Innlandet,,Norway,no,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8600 Mo i Rana",66.3110969,14.1386991,"8624 Mo i Rana",,Mo i Rana,,,8624,Nordland,,Mo i Rana,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8610 Grubhei",66.3171408164306,14.214064500566572,"8610 Rana",,Rana,,,8610,Nordland,,Rana,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8616 Båsmoen",66.3346909,14.1060241,"Båsmoen, 8616 Mo i Rana",,Båsmoen,,Båsmoen,8616,Nordland,,Mo i Rana,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8650 Mosjøen",65.8446346,13.200161,"Mosjøen, Vollanvegen, 8663 Mosjøen - Mussere",,Mosjøen,Vollanvegen,Dolstad,8663,Nordland,Alfheimsjøen,Mosjøen - Mussere,Nordland,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8723 Husby",66.2256711,12.7698007,"8723 Husby (Husby)",,Husby,,,8723,Nordland,,Husby,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8890 Leirfjord",66.07190635,12.887251924,"8890 Leirfjord",,,,,8890,Nordland,,Leirfjord,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8960 Hommelstø",65.4073265,12.5516302,"Hommelstø (Hommelstø)",,Hommelstø,,,,Nordland,,Hommelstø,,,Norway,no,0.8,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"8980 Gladstad",58.6128307,8.9279966,"Gladstad, Tvedestrand",,Gladstad,,Gladstad,4900,Agder,,Tvedestrand,,,Norway,no,0.7894736842105263,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9022 Krokelvdalen",69.68323299085202,19.072467227354263,"9022 Tromsø",,Tromsø,,,9022,Troms,,Tromsø,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9050 Storsteinnes",69.2408464,19.234144,"9050 Storsteinnes (Storsteinnes)",,Storsteinnes,,,9050,Troms,,Storsteinnes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9060 Lyngseidet",69.5762575,20.2190704,"9060 Lyngseidet (Lyngseidet)",,Lyngseidet,,,9060,Troms,,Lyngseidet,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9092 Sørstraumen",64.482364,10.771843,"Sørstraumen bru",,,Sørstraumen bru,,,,,,,,Norway,no,0.7363636363636363,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9170 Longyearbyen",78.2231558,15.6463656,"9170 Longyearbyen",,Longyearbyen,,,9170,,,Longyearbyen,Svalbard,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9300 Finnsnes",69.2296016,17.9812966,"9300 Finnsnes",,Finnsnes,,,9300,Troms,,Finnsnes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9310 Sørreisa",69.135855297,18.140261177,"9310 Sørreisa",,,,,9310,Troms,,Sørreisa,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9330 Rossfjordstraumen",69.36347,18.30816,"Senja (Rossfjordstraumen), Troms og Finnmark",,,,,,,Senja,Rossfjordstraumen,Troms og Finnmark,,Norway,no,0.8571428571428572,1,,CC BY 4.0,https://www.geonames.org/datasources/
"9373 Botnhamn",69.5082193,17.9028281,"9373 Botnhamn (Botnhamn)",,Botnhamn,,,9373,Troms,,Botnhamn,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9386 Senjahopen",69.4958812,17.4859909,"9386 Senjahopen (Senjahopen)",,Senjahopen,,,9386,Troms,,Senjahopen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9400 Harstad",68.799943,16.5440322,"Harstad",,,,,,Troms,,Harstad,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9425 Sandsøy",68.94811688809524,16.678897984126984,"9425 Harstad",,Harstad,,,9425,Troms,,Harstad,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9500 Alta",69.9666046,23.2733282,"Alta",,,,,,Finnmark,,Alta,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9510 Elvebakken",69.970578235,23.286499984,"9510 Alta",,,,,9510,Finnmark,,Alta,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9520 Kautokeino, Camping",69.006173343,23.041872338,"9520 Kautokeino",,,,,9520,Finnmark,,Kautokeino,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9520 Kautokeino",69.006173343,23.041872338,"9520 Kautokeino",,,,,9520,Finnmark,,Kautokeino,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9540 Talvik",70.0459072,22.9584708,"Talvik, 9540 Alta",,Talvik,,Talvik,9540,Finnmark,,Alta,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9593 Breivikbotn",70.5886731,22.2871516,"Breivikbotn (Breivikbotn)",,Breivikbotn,,,,Finnmark,,Breivikbotn,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9595 Sørvær",70.632223,21.9854426,"9595 Sørvær (Sørvær)",,Sørvær,,,9595,Finnmark,,Sørvær,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9600 Hammerfest",70.6628361,23.6831069,"9600 Hammerfest",,Hammerfest,,,9600,Finnmark,,Hammerfest,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9680 Lillefjord",70.6975071,24.6561129,"Lillefjord - Vuotkevuotna (Lillefjord - Vuotkevuotna)",,Lillefjord - Vuotkevuotna,,,,Finnmark,,Lillefjord - Vuotkevuotna,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9683 Lillefjord",70.6975071,24.6561129,"Lillefjord - Vuotkevuotna (Lillefjord - Vuotkevuotna)",,Lillefjord - Vuotkevuotna,,,,Finnmark,,Lillefjord - Vuotkevuotna,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9701 Lakselv",69.4268439,19.6575223,"Lakselv, Tromsø",,Lakselv,,Lakselv,,Troms,,Tromsø,,,Norway,no,0.7777777777777778,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9710 Indre Billefjord",70.3222299,25.0568951,"Indre Billefjord Vest, 9710 Billávuotna - Indre Billefjord - Pillavuono",,Indre Billefjord Vest,,Boahkkogieddi - Koppeng,9710,Finnmark,Indre Billefjord Vest,Billávuotna - Indre Billefjord - Pillavuono,,0.6561000000000001,Norway,no,0.32805000000000006,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9800 Vadsø",70.073949255,29.758864913,"9800 Vadsø",,,,,9800,Finnmark,,Vadsø,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9820 Varangerbotn",70.1727894,28.5556913,"Vuonnabahta - Varangerbotn (Vuonnabahta - Varangerbotn)",,Vuonnabahta - Varangerbotn,,,,Finnmark,,Vuonnabahta - Varangerbotn,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9930 Neiden",69.733516371,29.419319617,"9930 South Varanki",,,,,9930,Finnmark,,South Varanki,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"9970 Mehamn",71.0389923,27.8517589,"9770 Mehamn (Mehamn)",,Mehamn,,,9770,Finnmark,,Mehamn,,,Norway,no,0.7647058823529411,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Aarnes 3810 Gvarv",59.3877705,9.1747361,"3810 Gvarv (Gvarv)",,Gvarv,,,3810,Telemark,,Gvarv,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Abelvær",64.7295772,11.1805405,"7950 Abelvær (Abelvær)",,Abelvær,,,7950,Trøndelag,,Abelvær,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ådalen",59.3221972,11.5160306,"Ådalen",,Ådalen,,,,Østfold,,Ådalen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ål",60.69726555,8.503740458963836,"Ål",,,,,,Buskerud,,Ål,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ålen",62.8420377,11.2986312,"7380 Ålen (Ålen)",,Ålen,,,7380,Trøndelag,,Ålen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ålesund",62.48023635,6.555073940277875,"Ålesund",,,,,,Møre og Romsdal,,Ålesund,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alhusstrand",,,,,,,,,,,,,,,,,,,,
"Alnabru",59.9287861,10.8376972,"Alnabru, Oslo",,Alnabru,,Alnabru,0582,,,Oslo,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alta",69.9666046,23.2733282,"Alta",,,,,,Finnmark,,Alta,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alvekleiva",,,,,,,,,,,,,,,,,,,,
"Alvheim",61.5915656,11.012808,"Alvheim",,Alvheim,,,,Innlandet,,Alvheim,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Åmland",58.1839079,7.0076148,"Åmland (Åmland)",,Åmland,,,,Agder,,Åmland,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Åmli",58.7996897,8.324120099496348,"Åmli",,,,,,Agder,,Åmli,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ammerud",59.9638929,10.8723361,"Ammerud, Oslo",,Ammerud,,Ammerud,0959,,,Oslo,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Åmot",61.261177950000004,11.605205608876366,"Åmot",,,,,,Innlandet,,Åmot,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Andebu sentrum",60.7137011,9.6260786,"Andebu",,Andebu,,,,Innlandet,,Andebu,,,Norway,no,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Andebu",59.305764,10.1757848,"3158 Andebu (Andebu)",,Andebu,,,3158,Vestfold,,Andebu,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Andenes",69.3218204,16.1247217,"8480 Andenes (Andenes)",,Andenes,,,8480,Nordland,,Andenes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Angeltrøa",,,,,,,,,,,,,,,,,,,,
"Ankenesstrand",68.4192472,17.387231,"Ankenesstrand tannklinikk, Torgveien, 8520 Narvik",,Ankenesstrand tannklinikk,Torgveien,,8520,Nordland,Ankenes - Oŋká,Narvik,Nordland,,Norway,no,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Arendal",58.42673005,8.94694911492874,"Arendal",,,,,,Agder,,Arendal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Aresvik",,,,,,,,,,,,,,,,,,,,
"Arna",60.4177222,5.4708944,"5261 Indre Arna (Bergen)",,Indre Arna,,,5261,Vestland,,Bergen,,,Norway,no,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Arnatveit, Arna",60.4078222,5.4825222,"Arnatveit, Bergen",,Arnatveit,,Arnatveit,5262,Vestland,Arna,Bergen,,,Norway,no,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Årvoll",59.9460119,10.8139127,"Årvoll, Oslo",,Årvoll,,Årvoll,0590,,,Oslo,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Årvoll, Vivestad",60.7268372,10.6908028,"Årvoll, Vestre Toten",,Årvoll,,Årvoll,2817,Innlandet,,Vestre Toten,,,Norway,no,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Åsane",60.4724133,5.338944600558691,"Åsane, Bergen",,,,,,Vestland,Åsane,Bergen,,,Norway,no,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Åsgårdstrand",59.3491387,10.4680198,"3179 Åsgårdstrand",,Åsgårdstrand,,,3179,Vestfold,,Åsgårdstrand,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Asker",59.68126025,10.47483598845985,"Asker",,,,,,Akershus,,Asker,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Askim",59.5832224,11.1641908,"1830 Askim",,Askim,,,1830,Østfold,,Askim,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Åsvang",62.5915668,11.8095403,"Åsvang (Åsvang)",,Åsvang,,,,Trøndelag,,Åsvang,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Atlanteren V av Azorene",59.8676431,10.4289234,"Skaugumsåsen V, Nedre Kanonvei, 1384 Tømmervika",,Skaugumsåsen V,Nedre Kanonvei,,1384,Akershus,,Tømmervika,Viken,0.35720999999999997,Norway,no,0.35720999999999997,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Atlanterhavet",58.68856,7.12868,"Atlanterhavet, Kvinesdal, Agder",,Atlanterhavet,,,,,,Kvinesdal,Agder,,Norway,no,0,,,CC BY 4.0,https://www.geonames.org/datasources/
"Auggedal",61.1467,10.171326,"Auggedal Grendehus, Auggedalsvegen, Gausdal",,Auggedal Grendehus,Auggedalsvegen,Nyhus,,Innlandet,,Gausdal,Innlandet,,Norway,no,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Austmarka",60.1003757,12.3212407,"2224 Austmarka (Austmarka)",,Austmarka,,,2224,Innlandet,,Austmarka,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Austnesfjorden",68.30146859999999,14.723552574803549,"Austnesfjorden, 8316 Vågan",,Austnesfjorden,,,8316,Nordland,,Vågan,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Avaldsnes",59.3549362,5.2785707,"4262 Avaldsnes (Avaldsnes)",,Avaldsnes,,,4262,Rogaland,,Avaldsnes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bærum",59.9289639,10.499710818578329,"Bærum",,,,,,Akershus,,Bærum,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bakke i Oklungen",,,,,,,,,,,,,,,,,,,,
"Bardufoss",69.065637,18.5159237,"Bardufoss",,Bardufoss,,,,Troms,,Bardufoss,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Barkåker",59.3186085,10.3899148,"Barkåker, Tønsberg",,Barkåker,,Barkåker,3157,Vestfold,,Tønsberg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Barstad, Bindal kommune",65.2625222,12.7391952,"Barstad (Barstad)",,Barstad,,,,Nordland,,Barstad,,,Norway,no,0.25,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Basberg",59.2975252,10.452212,"3114 Basberg (Tønsberg)",,Basberg,,,3114,Vestfold,,Tønsberg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Båsmo, Mo i Rana",66.33450335,14.106959659689451,"Båsmo barneskole, Brakkebakken, 8616 Mo i Rana",,Båsmo barneskole,Brakkebakken,Båsmoen,8616,Nordland,Båsmobakken,Mo i Rana,,,Norway,no,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Båtsfjord",70.61427605,30.327406332272524,"9990 Båtsfjord",,,,,9990,Finnmark,,Båtsfjord,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bergen",60.3943055,5.3259192,"Bergen",,,,,,Vestland,,Bergen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bergenhus, Bergen",60.407050999999996,5.294390595556644,"Bergenhus, Bergen",,Bergenhus,,,,Vestland,Bergenhus,Bergen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Berger",59.5448629,10.3807984,"3075 Berger (Berger)",,Berger,,,3075,Buskerud,,Berger,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bertnes",67.2852304,14.5766152,"8028 Bertnes (Bodø - Bådåddjo)",,Bertnes,,,8028,Nordland,,Bodø - Bådåddjo,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Billingstad",59.8743137,10.4906908,"Billingstad, Asker",,Billingstad,,Billingstad,1396,Akershus,,Asker,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Birkeland",58.330797,8.2320026,"4760 Birkeland (Birkeland)",,Birkeland,,,4760,Agder,,Birkeland,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bislet",59.9255533,10.7318943,"Bislett, Oslo",,Bislett,,Bislett,0168,,,Oslo,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bjarkøy",68.954014,16.6997419,"Veten, Sandsøy, Bjarkøy Kommune, 9425 Harstad",,"Veten, Sandsøy, Bjarkøy Kommune",,,9425,Troms,,Harstad,,,Norway,no,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bjelland, Stord",59.77336,5.495746,"Bjelland, Kjøtteinsvegen, 5411 Leirvik",,Bjelland,Kjøtteinsvegen,Bjelland,5411,Vestland,Stord,Leirvik,Vestland,1,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bjorbekk",58.4397993,8.7024523,"Bjorbekk, Arendal",,Bjorbekk,,Bjorbekk,4824,Agder,,Arendal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bjøringvann",,,,,,,,,,,,,,,,,,,,
"Bjørkelangen",59.8834497,11.5660867,"1940 Bjørkelangen (Bjørkelangen)",,Bjørkelangen,,,1940,Akershus,,Bjørkelangen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bjørnsvik 4500 Mandal",58.0268181,7.4534802,"4514 Mandal",,Mandal,,,4514,Agder,,Mandal,,,Norway,no,0.25,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bjugn",63.7649663,9.808629,"7160 Bjugn (Bjugn)",,Bjugn,,,7160,Trøndelag,,Bjugn,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Blakset",61.8599076,6.5313049,"6795 Blakset (Blakset)",,Blakset,,,6795,Vestland,,Blakset,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Blommenholm",59.9001582,10.5522286,"Blommenholm, Sandvika",,Blommenholm,,Blommenholm,1365,Akershus,,Sandvika,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bodø flyplass",67.277773,14.394943,"Bodo (Bodo), Nordland",,,,,,,Bodo,Bodo,Nordland,,Norway,no,0.63,0.63,,,https://www.whosonfirst.org/docs/licenses/
"Bodø",67.3094783,13.915441997137794,"Bodø",,,,,,Nordland,,Bodø,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bøler",59.7263346,11.1812777,"1912 Bøler (Bøler)",,Bøler,,,1912,Akershus,,Bøler,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bollerud",59.6883268,9.847607,"3322 Bollerud (Bollerud)",,Bollerud,,,3322,Buskerud,,Bollerud,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bøn, Eidsvoll",60.2922959,11.2126249,"Bønsbakken, 2073 Råholt",,Bøn,Bønsbakken,Bøn,2073,Akershus,,Råholt,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bøn",60.2912103,11.1983858,"Bøn, Råholt",,Bøn,,Bøn,2073,Akershus,,Råholt,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Borge, Stokke",59.2343718,10.277908,"Stokke Ravei, 3160 Stokke",,Stokke Ravei,Stokke Ravei,Skjee,3160,Vestfold,,Stokke,,0.3969,Norway,no,0.3969,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Børgefjell",70.54039,22.51302,"Borgefjell, Hasvik, Troms og Finnmark",,Borgefjell,,,,,,Hasvik,Troms og Finnmark,,Norway,no,1,1,,CC BY 4.0,https://www.geonames.org/datasources/
"Borgenhøy, Holter",,,,,,,,,,,,,,,,,,,,
"Borgenhøy",,,,,,,,,,,,,,,,,,,,
"Borgestad",63.7121583,9.7351777,"Borgestad, Ørland",,Borgestad,,Borgestad,7140,Trøndelag,,Ørland,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Borgheim, Nøtterøy",59.2294611,10.4080217,"3140 Nøtterø (Tandstad)",,Nøtterø,,,3140,Vestfold,,Tandstad,,,Norway,no,0.7875,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Borre kirke",59.3823335,10.459874764285713,"Borre kirke, Steinbrygga, 3184 Borre",,Borre kirke,Steinbrygga,Vasmarken,3184,Vestfold,Kirkebakken,Borre,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
