original_address,lat,lon,formatted,housenumber,name,street,suburb,postcode,county,district,city,state,confidence_street_level,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"3600 Kongsberg, Norway",59.594550049999995,9.670860075643745,"Kongsberg, Norway",,,,,,Buskerud,,Kongsberg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3660 Rjukan, Norway",59.8786976,8.5941579,"3660 Rjukan, Norway",,Rjukan,,,3660,Telemark,,Rjukan,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3700 Skien, Norway",59.2662883,9.531135447537467,"Skien, Norway",,,,,,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3716 Skien, Norway",59.223726819,9.596690639,"3716 Skien, Norway",,,,,3716,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3717 Skien, Norway",59.2091003,9.607544,"3717 Skien, Norway",,Skien,,,3717,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3718 Skien, Norway",59.206922304,9.581963619,"3718 Skien, Norway",,,,,3718,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3740 Lunde, Norway",59.154551879,9.633387056,"3740 Skien, Norway",,,,,3740,Telemark,,Skien,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3750 Drangedal, Norway",59.082906458,8.942481736,"3750 Drangedal, Norway",,,,,3750,Telemark,,Drangedal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3864 Rjukan, Norway",59.737535161191175,8.112141262229759,"3864 Vinje, Norway",,Vinje,,,3864,Telemark,,Vinje,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"3945 Eidanger, Norway",59.1171797,9.7169503,"Eidanger, Porsgrunn, Norway",,Eidanger,,Eidanger,3944,Telemark,,Porsgrunn,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4007 Stavanger, Norway",58.978842209,5.714359643,"4007 Stavanger, Norway",,,,,4007,Rogaland,Eiganes og Våland,Stavanger,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4230 Sand, Norway",59.4840165,6.2508666,"Sand (Sand), Norway",,Sand,,,,Rogaland,,Sand,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4280 Skudeneshavn, Norway",59.1497472,5.2581715,"4280 Skudeneshavn, Norway",,Skudeneshavn,,,4280,Rogaland,,Skudeneshavn,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4300 Sandnes, Norway",58.983132049999995,6.394641047340787,"Sandnes, Norway",,,,,,Rogaland,,Sandnes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4340 Bryne, Norway",58.735525,5.6478183,"4340 Bryne, Norway",,Bryne,,,4340,Rogaland,,Bryne,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4400 Flekkefjord, Norway",58.2972667,6.6604201,"4400 Flekkefjord, Norway",,Flekkefjord,,,4400,Agder,,Flekkefjord,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4432 Hidra, Norway",58.232628000000005,6.533550166666666,"Hidra kirke, Reinferdalsveien, 4432 Kirkehavn, Norway",,Hidra kirke,Reinferdalsveien,Vestre Fidje,4432,Agder,Festevoll,Kirkehavn,Agder,,Norway,no,0.45,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4440 Tonstad, Norway",58.6645543,6.7160736,"4440 Tonstad (Tonstad), Norway",,Tonstad,,,4440,Agder,,Tonstad,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4443 Tjørholm, Norway",58.931034464782606,6.8970674353381645,"4443 Sirdal, Norway",,Sirdal,,,4443,Agder,,Sirdal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4448 Gyland, Norway",58.3619144,6.1563079,"Gyland (Gyland), Norway",,Gyland,,,,Rogaland,,Gyland,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4462 Hovsherad, Norway",58.5254921,6.496636,"4462 Eik (Eik), Norway",,Eik,,,4462,Rogaland,,Eik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4484 Øye, Leirvik, Norway",59.775409,5.495121,"Stord (Leirvik), Vestland, Norway",,,,,,,Stord,Leirvik,Vestland,,Norway,no,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
"4500 Mandal, Norway",58.0268181,7.4534802,"4514 Mandal, Norway",,Mandal,,,4514,Agder,,Mandal,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4600 Kristiansand, Norway",58.085627599999995,7.93185802875815,"Kristiansand, Norway",,,,,,Agder,,Kristiansand,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4640 Søgne, Norway",58.0953248,7.7893494,"4640 Søgne (Søgne), Norway",,Søgne,,,4640,Agder,,Søgne,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4660 Evje, Norway",58.5862731,7.8049338,"Evje (Evje), Norway",,Evje,,,,Agder,,Evje,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4692 Rystad, Norway",68.2773793,14.31649,"8313 Rystad (Rystad), Norway",,Rystad,,,8313,Nordland,,Rystad,,,Norway,no,0.7647058823529411,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4700 Vennesla, Norway",58.2693934,7.9724792,"4700 Vennesla, Norway",,Vennesla,,,4700,Agder,,Vennesla,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4800 Arendal, Norway",63.678837,11.0488082,"Arendal, Levanger, Norway",,Arendal,,Arendal,7624,Trøndelag,,Levanger,,,Norway,no,0.7777777777777778,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4860 Treungen i Nissedal, Norway",59.053286,8.535658,"Nissedal, Vestfold og Telemark, Norway",,,,,,,,Nissedal,Vestfold og Telemark,,Norway,no,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
"4883 Bjorbekk, Norway",59.168925,9.3724278,"Bjørbekk (Bjørbekk), Norway",,Bjørbekk,,,,Telemark,,Bjørbekk,,,Norway,no,0.7894736842105263,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4930 Vegårdshei, Norway",61.167717,12.167398,"Trysilvegen 4930, 2429 Trysil, Norway",4930,,Trysilvegen,,2429,,,Trysil,Innlandet,,Norway,no,0,,© OpenAddresses contributors,BSD-3-Clause License,
"5000 Bergen, Nordnes, Norway",60.405094399999996,5.291811952996156,"Nordnes, Bergenhus, Bergen, Norway",,Nordnes,,,,Vestland,Bergenhus,Bergen,,,Norway,no,0.25,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5000 Bergen, Norway",60.3943055,5.3259192,"Bergen, Norway",,,,,,Vestland,,Bergen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5030 Landås, Norway",58.4919008,7.8404775,"Landås (Landås), Norway",,Landås,,,,Agder,,Landås,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5032 Minde, Bergen, Norway",60.3617475,5.3478909,"Minde allé, 5067 Bergen, Norway",,Minde allé,Minde allé,Minde,5067,Vestland,Årstad,Bergen,,0.9,Norway,no,0.45,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5032 Minde, Norway",60.3571005,5.342292255514856,"Minde, Bergen, Norway",,Minde,,Minde,,Vestland,Årstad,Bergen,,,Norway,no,0.75,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5033 Fyllingsdalen, Norway",60.34700960000001,5.292641508213948,"Fyllingsdalen, Bergen, Norway",,,,,,Vestland,Fyllingsdalen,Bergen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5037 Solheimsvik, Norway",59.52483,6.59344,"Solheimsvik, Suldal, Rogaland, Norway",,Solheimsvik,,,,,,Suldal,Rogaland,,Norway,no,1,1,,CC BY 4.0,https://www.geonames.org/datasources/
"5042 Fjøsanger, Norway",60.3478676,5.333760780689909,"Fjøsanger landskapsvernområde, Bønes, Bergen, Norway",,Fjøsanger landskapsvernområde,,Bønes,,Vestland,Fyllingsdalen,Bergen,,,Norway,no,0.7200000000000001,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5068 Flesland, Norway",60.2932079,5.2113211,"Flesland, Bergen, Norway",,Flesland,,Flesland,5258,Vestland,Ytrebygda,Bergen,,,Norway,no,0.7894736842105263,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5070 Bergen, Norway",60.3943055,5.3259192,"Bergen, Norway",,,,,,Vestland,,Bergen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5071 Loddefjord, Norway",60.361483,5.2331114,"Loddefjord, 5171 Bergen, Norway",,Loddefjord,,Loddefjord,5171,Vestland,Laksevåg,Bergen,,,Norway,no,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5078 Haakonsvern, Norway",60.337002,5.2257352,"Haakonsvern, 5173 Bergen, Norway",,Haakonsvern,Haakonsvern,Mathopen,5173,Vestland,Laksevåg,Bergen,,,Norway,no,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5084 Tertnes, Norway",60.4579546,5.2826388,"Tertnes, Åsane, Bergen, Norway",,Tertnes,,,5114,Vestland,Åsane,Bergen,,,Norway,no,0.7777777777777778,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5088 Mjølkeråen, Norway",60.4884976,5.2609353,"5136 Mjølkeråen (Bergen), Norway",,Mjølkeråen,,,5136,Vestland,,Bergen,,,Norway,no,0.8095238095238095,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5090 Nyborg, Norway",64.0434361,13.9867249,"Nyborg (Nyborg), Norway",,Nyborg,,,,Trøndelag,,Nyborg,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5170 Modalen, Norway",60.8172485,5.8234115,"Modalen, Mo, Norway",,Modalen,Modalen,,,Vestland,,Mo,,,Norway,no,0,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5280 Dalekvam, Norway",60.589817,5.819283,"Extra Dalekvam, Konsul Jebsensgata, Dale, Norway",,Extra Dalekvam,Konsul Jebsensgata,,,Vestland,Vaksdal,Dale,Vestland,,Norway,no,0.6394736842105264,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5400 Stord, Børtveit, Norway",59.82502055,5.488370639966453,"Stord, Norway",,,,,,Vestland,,Stord,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5400 Stord, Haga, Norway",59.7809398,5.5005712,"5417 Leirvik, Norway",,Leirvik,,,5417,Vestland,,Leirvik,,,Norway,no,0.3,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5400 Stord, Horneland, Norway",59.82502055,5.488370639966453,"Stord, Norway",,,,,,Vestland,,Stord,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5400 Stord, Norway",59.82502055,5.488370639966453,"Stord, Norway",,,,,,Vestland,,Stord,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5400 Stord, Samfunnshuset, Norway",59.7809398,5.5005712,"5417 Leirvik, Norway",,Leirvik,,,5417,Vestland,,Leirvik,,,Norway,no,0.3,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5400 Stord, Skotteberg, Norway",59.82502055,5.488370639966453,"Stord, Norway",,,,,,Vestland,,Stord,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5414 Rommetveit, Norway",59.8170675,5.5229963,"5414 Rommetveit (Rommetveit), Norway",,Rommetveit,,,5414,Vestland,,Rommetveit,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5419 Fitjar, Norway",59.90274745,5.298614699704089,"5419 Fitjar, Norway",,,,,5419,Vestland,,Fitjar,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5450 Hamnvik, Norway",68.7793102,17.1714669,"9454 Hamnvik (Hamnvik), Norway",,Hamnvik,,,9454,Troms,,Hamnvik,,,Norway,no,0.7777777777777778,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5462 Herøysund, Norway",59.9234537,5.798846,"5462 Herøysund (Herøysund), Norway",,Herøysund,,,5462,Vestland,,Herøysund,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5614 Ålvik, Norway",60.4312911,6.4324249,"5614 Ålvik (Ålvik), Norway",,Ålvik,,,5614,Vestland,,Ålvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5640 Eikelandsosen, Norway",60.2407343,5.7450954,"5640 Eikelandsosen (Eikelandsosen), Norway",,Eikelandsosen,,,5640,Vestland,,Eikelandsosen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5685 Uggdalseidet, Norway",59.9974011,5.4944109,"5685 Uggdalseidet (Uggdalseidet), Norway",,Uggdalseidet,,,5685,Vestland,,Uggdalseidet,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5700 Voss, Norway",60.624539114,6.429820123,"5700 Voss, Norway",,,,,5700,Vestland,,Voss,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5730 Ulvik i Hardanger, Norway",60.56799134982699,6.928349656978086,"5730 Ulvik, Norway",,Ulvik,,,5730,Vestland,,Ulvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5750 Odda, Norway",60.0679248,6.5469316,"5750 Odda, Norway",,Odda,,,5750,Vestland,,Odda,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5770 Tyssedal, Norway",60.1163142,6.5590922,"5770 Tyssedal (Tyssedal), Norway",,Tyssedal,,,5770,Vestland,,Tyssedal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5823 Marifjøra, Norway",61.3812697,7.3062517,"Marifjøra, Luster, Norway",,Marifjøra,,Marifjøra,6868,Vestland,,Luster,,,Norway,no,0.8,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5850 Balestrand, Norway",61.205387,6.529418,"Sogndal (Balestrand), Vestland, Norway",,,,,,,Sogndal,Balestrand,Vestland,,Norway,no,1,1,,,https://www.whosonfirst.org/docs/licenses/
"5960 Dalsøyra, Norway",60.9333004,5.1358678,"5960 Dalsøyra (Dalsøyra), Norway",,Dalsøyra,,,5960,Vestland,,Dalsøyra,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6010 Ålesund, Norway",62.4553046982548,6.36096632591623,"6010 Ålesund, Norway",,Ålesund,,,6010,Møre og Romsdal,,Ålesund,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6142 Eidså, Norway",62.1146617,5.671998,"6142 Eidså (Eidså), Norway",,Eidså,,,6142,Møre og Romsdal,,Eidså,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6170 Bjugn, Norway",62.296823719736835,6.11804864981203,"6170 Ørsta, Norway",,Ørsta,,,6170,Møre og Romsdal,,Ørsta,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6480 Batnfjordsøra, Norway",62.8933784,7.679776,"6631 Batnfjordsøra (Batnfjordsøra), Norway",,Batnfjordsøra,,,6631,Møre og Romsdal,,Batnfjordsøra,,,Norway,no,0.8333333333333334,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6500 Kristaiansund N., Norway",,,,,,,,,,,,,,,,,,,,
"6500 Kristiansund N, Norway",63.216819400000006,7.545258996501891,"Kristiansund, Norway",,,,,,Møre og Romsdal,,Kristiansund,,,Norway,no,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6500 Kristiansund, Norway",63.216819400000006,7.545258996501891,"Kristiansund, Norway",,,,,,Møre og Romsdal,,Kristiansund,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6533, Norway",63.058805440140844,7.4777670075704235,"6533 Averøy, Norway",,Averøy,,,6533,Møre og Romsdal,,Averøy,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6570 Edøy, Norway",63.33398,8.06572,"Edøy, Nordigarden, Straumen, Møre and Romsdal, Norway",,Edøy,,Nordigarden,,,,Straumen,Møre and Romsdal,,Norway,no,0.7333333333333334,1,,CC BY 4.0,https://www.geonames.org/datasources/
"6600 Sunndalsøra, Norway",62.6751972,8.5632934,"6600 Sunndalsøra, Norway",,Sunndalsøra,,,6600,Møre og Romsdal,,Sunndalsøra,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6631 Batnfjordsøra, Norway",62.8933784,7.679776,"6631 Batnfjordsøra (Batnfjordsøra), Norway",,Batnfjordsøra,,,6631,Møre og Romsdal,,Batnfjordsøra,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6766 Kjølsdalen, Norway",61.9241971,5.6308783,"6776 Kjølsdalen (Kjølsdalen), Norway",,Kjølsdalen,,,6776,Vestland,,Kjølsdalen,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6863 Rygg, Norway",64.48498,11.87189,"Overhalla (Rygg), Trøndelag, Norway",,,,,,,Overhalla,Rygg,Trøndelag,,Norway,no,0.7333333333333334,1,,,https://www.whosonfirst.org/docs/licenses/
"6865 Breim, Norway",61.754839,6.398806,"Gloppen (Breim), Vestland, Norway",,,,,,,Gloppen,Breim,Vestland,,Norway,no,0.75,1,,,https://www.whosonfirst.org/docs/licenses/
"6965 Svanøybukt, Norway",61.497692,5.1288451,"6914 Svanøybukt (Svanøybukt), Norway",,Svanøybukt,,,6914,Vestland,,Svanøybukt,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7000 Trondheim, Norway",63.4304475,10.3952118,"Trondheim, Norway",,,,,,Trøndelag,,Trondheim,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7030 Trondheim, Norway",63.42055597,10.397166306,"7030 Trondheim, Norway",,,,Midtbyen,7030,Trøndelag,,Trondheim,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7084 Melhus, Norway",63.18143325,10.30813448748398,"Melhus, Norway",,,,,,Trøndelag,,Melhus,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7087 Gimse, Melhus, Norway",63.289162,10.271596,"Melhus (Melhus), Trøndelag, Norway",,,,,,,Melhus,Melhus,Trøndelag,,Norway,no,0.25,1,,,https://www.whosonfirst.org/docs/licenses/
"7094 Lundamo, Norway",63.1520254,10.2852658,"Lundamo (Lundamo), Norway",,Lundamo,,,,Trøndelag,,Lundamo,,,Norway,no,0.7777777777777778,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7095 Lier, Norway",59.84531345,10.211552530640098,"Lier, Norway",,,,,,Buskerud,,Lier,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7125 Vanvikan, Norway",63.5535227,10.2211768,"7125 Vanvikan (Vanvikan), Norway",,Vanvikan,,,7125,Trøndelag,,Vanvikan,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7200 Kyrksæterøra, Norway",63.2907955,9.0888635,"7200 Kyrksæterøra (Kyrksæterøra), Norway",,Kyrksæterøra,,,7200,Trøndelag,,Kyrksæterøra,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7300 Orkanger, Norway",63.304819,9.8496676,"7300 Orkanger, Norway",,Orkanger,,,7300,Trøndelag,,Orkanger,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7340 Oppdal, Norway",62.61592243,9.601060876,"7340 Oppdal, Norway",,,,,7340,Trøndelag,,Oppdal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7350 Buvika, Norway",63.3084804,10.1738766,"7350 Buvika (Buvika), Norway",,Buvika,,,7350,Trøndelag,,Buvika,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7392 Stamman, Norway",62.846729528301886,9.851397726415096,"7392 Rennebu, Norway",,Rennebu,,,7392,Trøndelag,,Rennebu,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7490 Rognes, Norway",63.0076274,10.4522657,"7295 Rognes (Rognes), Norway",,Rognes,,,7295,Trøndelag,,Rognes,,,Norway,no,0.7647058823529411,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7500 Rørvik, Norway",63.46931066651163,10.927902957364342,"7500 Stjørdal, Norway",,Stjørdal,,,7500,Trøndelag,,Stjørdal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7500 Stjørdal, Norway",63.4683597,10.9239498,"7500 Stjørdal, Norway",,Stjørdal,,,7500,Trøndelag,,Stjørdal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7525 Flornes, Norway",63.4579875,11.3529227,"7525 Flornes (Flornes), Norway",,Flornes,,,7525,Trøndelag,,Flornes,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7530 Meråker, Norway",63.427490956,11.788060348,"7530 Meråker, Norway",,,,,7530,Trøndelag,,Meråker,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7562 Hundhamaren, Norway",63.43662982818086,10.598972237329127,"7562 Malvik, Norway",,Malvik,,,7562,Trøndelag,,Malvik,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7570 Hell, Norway",63.4449171,10.9127178,"7517 Hell (Hell), Norway",,Hell,,,7517,Trøndelag,,Hell,,,Norway,no,0.3,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7600 Levanger, Norway",63.746342,11.2999563,"7600 Levanger, Norway",,Levanger,,,7600,Trøndelag,,Levanger,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7620 Skogn, Norway",63.7038577,11.1923998,"7620 Skogn (Skogn), Norway",,Skogn,,,7620,Trøndelag,,Skogn,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7650 Verdal, Norway",63.794158728,11.4829394,"7650 Verdal, Norway",,,,,7650,Trøndelag,,Verdal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7660 Vuku, Norway",63.74587054513637,12.04523331290909,"7660 Verdal, Norway",,Verdal,,,7660,Trøndelag,,Verdal,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7670 Sakkshaug, Norway",63.888144397493114,11.277636760964189,"7670 Inderøy, Norway",,Inderøy,,,7670,Trøndelag,,Inderøy,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7670 Sakshaug, Norway",63.8743855,11.2741767,"7670 Sakshaug (Straumen), Norway",,Sakshaug,,,7670,Trøndelag,,Straumen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7700 Steinkjer, Norway",64.050737,11.481908998592733,"Steinkjer, Norway",,,,,,Trøndelag,,Steinkjer,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7710 Sparbu, Norway",63.9190789,11.4332149,"7710 Sparbu (Sparbu), Norway",,Sparbu,,,7710,Trøndelag,,Sparbu,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7820 Spillum Namsos, Norway",64.43088333148688,11.525469618950437,"7820 Namsos, Norway",,Namsos,,,7820,Trøndelag,,Namsos,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7830 Nord Statland, Norway",64.4956927,11.147007,"7777 Statland (Statland), Norway",,Statland,,,7777,Trøndelag,,Statland,,,Norway,no,0,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7850 Fosslandsosen, Norway",64.54151,11.26662,"Fosslandsosen, 7819 Fosslandsosen, Norway",,Fosslandsosen,,,7819,,,Fosslandsosen,Trøndelag,,Norway,no,1,1,,CC BY 4.0,https://www.geonames.org/datasources/
"7863 Overhalla, Norway",64.484425185,11.959498447,"7863 Overhalla, Norway",,,,,7863,Trøndelag,,Overhalla,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7890 Namsskogan, Norway",64.967890963,13.197127473,"7890 Namsskogan, Norway",,,,,7890,Trøndelag,,Namsskogan,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7892 Lassemoen, Norway",64.73320194697675,12.83599963627907,"7892 Namsskogan, Norway",,Namsskogan,,,7892,Trøndelag,,Namsskogan,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7894 Limingen, Norway",64.7061978,13.7417543,"Limingen (Limingen), Norway",,Limingen,,,,Trøndelag,,Limingen,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"7940 Ottersøy, Norway",64.87275532770563,11.355795028138528,"7940 Nærøysund, Norway",,Nærøysund,,,7940,Trøndelag,,Nærøysund,,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
